x_kf, y_kf, z_kf, u_kf, v_kf, w_kf, phi_kf, theta_kf, psi_kf, Wx_kf, Wy_kf, Wz_kf, Lx_kf, Ly_kf, Lz_kf, Lp_kf, Lq_kf, Lr_kf, da, de, dr, Tc1, Tc2, V, alpha, beta
1543.4301608027652,-101.47946131237399,-0.30501825846010794,118.09053230726153,-0.500139997672805,2.41124404625478,-0.0012720855291119954,0.012685657090182741,0.000985096227721733,2.0090866962374916,-7.6124386251645815,0.9654065006263796,0.0354297934652223,0.04418591927603482,0.05877319009795568,0.00032396040283852603,0.00031552610178187503,-7.90927823411686e-05,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0.694974030310678,0.694974030310678,118.3052143257927,0.022583427436671237,-0.0006697792211447579
1544.630082198891,-101.55971289055707,-0.28486169460931515,118.08776486813058,-0.5000277326730861,2.6498236036031915,-0.001273563668414673,0.014368257342954825,0.0009829312761884042,2.009142703248101,-7.612391442421058,0.9651656350785724,0.03542458400776606,0.04418646979348333,0.05876354821404989,0.0003237986840054329,0.0003153775311143252,-7.901924555561168e-05,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0.694974030310678,0.694974030310678,118.0508715134343,0.025555784113263594,-0.0024218168986603963
1545.8301457946602,-101.64240657913834,-0.26259385535713675,118.08474483333073,-0.5006611912973805,2.884563833898539,-0.0012719381774283006,0.016043772237921947,0.000979979112297438,2.009226529524622,-7.612312141898646,0.9652325242631746,0.03541441983229039,0.04419424688673685,0.05875466768580881,0.00032345195800000473,0.00031550192663135204,-7.894463768196124e-05,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0.694974030310678,0.694974030310678,118.03434476744732,0.023380145548835867,-0.0020282710219747366
1547.0314564078355,-101.72444820969376,-0.24626252196561005,118.08119080008248,-0.5002176418316986,3.117277219719232,-0.0012699590485174812,0.017718813414561187,0.0009777979921486702,2.0091630090310733,-7.612292586448998,0.9649287011412018,0.035403268926049176,0.044166421815504835,0.0587248550534013,0.00032310058526405585,0.000315221326216103,-7.884929565766551e-05,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0.694974030310678,0.694974030310678,118.20345098099338,0.031013781696392198,0.0015274858976962481
1548.233903298541,-101.80464067541782,-0.2262639027981809,118.07758909199734,-0.5001712634613199,3.345997831193295,-0.0012671532649817182,0.01938616328754428,0.000975264068969617,2.009187202712342,-7.612086624860961,0.9650126966368486,0.035365277679052946,0.044149430884481616,0.05869982431186389,0.0003226972693963713,0.000315141755896253,-7.885399705163591e-05,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0.694974030310678,0.694974030310678,118.13336050148872,0.02874754264097366,-0.00047844719083587126
1549.4386820602247,-101.88662489135346,-0.20250471939145187,118.07324721001874,-0.5004679681423576,3.5716395334768785,-0.001268673347719112,0.021044945802967636,0.0009754584565241598,2.0091859634986453,-7.6121361800970995,0.9649847212996059,0.03537345807894591,0.04412024658334526,0.05869977732919824,0.00032258461142299963,0.0003150906823693382,-7.892257439270582e-05,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0.694974030310678,0.694974030310678,118.12067900444445,0.030711629581796067,-0.001833058201481601
1550.6373467519297,-101.96518098148276,-0.18190844280233362,118.06879263410518,-0.5002644721281962,3.7944069331776755,-0.0012713194018087223,0.022696098970963332,0.0009726472897920852,2.0091533309128655,-7.612087487986474,0.9652465676969504,0.03534615859761365,0.044072152481997855,0.05866810772079911,0.00032243641671256013,0.0003150227379227685,-7.886936368458446e-05,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0.694974030310678,0.694974030310678,118.19341537036529,0.030876663708395917,0.0017261278342609275
1551.8405409802053,-102.04698372228924,-0.1602784021170572,118.06367305185276,-0.5003748597536539,4.01317362804382,-0.0012699934150090582,0.02433776023935213,0.0009709421821649088,2.0090850181182214,-7.612056204050566,0.9655859959374027,0.03536060783192947,0.044075161727995534,0.05864563089258462,0.00032207211884398637,0.0003149131518249876,-7.882612505801609e-05,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0.694974030310678,0.694974030310678,118.19447052539056,0.03176794529610603,-0.001896268780056311
1553.039414308694,-102.12545803855087,-0.14180604267986413,118.05845773904822,-0.49999347814228307,4.228499341748263,-0.001269180724427341,0.02596864908143596,0.0009694140832331772,2.00907815201692,-7.61205681918226,0.9657375385065381,0.03535474656622457,0.04404445000089698,0.05862717478896755,0.00032171276283819695,0.0003148470501753786,-7.876888585911184e-05,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0.694974030310678,0.694974030310678,118.14466003718279,0.035141499945999015,0.001361854537797502
1554.24220286618,-102.20487063919865,-0.12550920668691914,118.05249489955526,-0.5000866325725989,4.441092218107891,-0.0012698811920210458,0.02758705487401376,0.000968637780958708,2.009247522799378,-7.612125028765481,0.9651982545764183,0.03535493136038419,0.04403291075350576,0.05860969625365453,0.00032146043475527104,0.0003146701591012206,-7.868980809815662e-05,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0.694974030310678,0.694974030310678,117.9272337653016,0.04356254496398623,-0.0007369401479249478
1555.4454639345602,-102.28785801815546,-0.10257619172025303,118.04661169421952,-0.49956062646680327,4.6492203604657965,-0.0012700126612198396,0.029192849908966728,0.0009666320881395684,2.0093558588209204,-7.612052605605886,0.9651346187685408,0.03535226826762507,0.0439812891342402,0.058595781172963095,0.00032125299066161904,0.0003145902819260039,-7.859928462421494e-05,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0.694974030310678,0.694974030310678,118.00749147085388,0.04063477459319153,0.002867830918158861
1556.647928356964,-102.36922022709453,-0.08173360562145489,118.04069284455925,-0.49954247245438543,4.853714851758449,-0.001270791350517866,0.03078440044669604,0.0009627499110856742,2.009315018610617,-7.611939040130605,0.9654770341893432,0.035310566717876885,0.04398724428318223,0.05854038696337495,0.0003209708765474563,0.0003146416548884616,-7.841955336878913e-05,-8.91980844244292e-16,-0.0275104099828779,7.54351586590138e-15,0.694974030310678,0.694974030310678,118.2364322976197,0.038827793140474846,-0.0008100535773448076
